4434.005836 0.119023
4434.052754 0.119608
4434.099671 0.120193
4434.146589 0.120778
4434.193506 0.121362
4434.240424 0.121947
4434.287341 0.122532
4434.334259 0.123116
4434.381176 0.123694
4434.428094 0.123565
4434.475011 0.122947
4434.521929 0.122330
4434.568846 0.121712
4434.615764 0.121094
4434.662681 0.120476
4434.709599 0.119859
4434.756516 0.119241
4434.803434 0.118622
4434.850351 0.118005
4434.897269 0.117387
4434.944186 0.116769
4434.991104 0.116150
4435.038022 0.115532
4435.084939 0.114913
4435.131857 0.114294
4435.178774 0.113676
4435.225692 0.113058
4435.272609 0.112438
4435.319527 0.111819
4435.366444 0.111200
4435.413362 0.110582
4435.460279 0.109962
4435.507197 0.109342
4435.554114 0.108724
4435.601032 0.108105
4435.647949 0.107485
4435.694867 0.106865
4435.741784 0.106246
4435.788702 0.105612
4435.835619 0.104807
4435.882537 0.103952
4435.929454 0.103097
4435.976372 0.102241
4436.023289 0.101384
4436.070207 0.100529
4436.117124 0.099674
4436.164042 0.098817
4436.210959 0.097960
4436.257877 0.097104
4436.304795 0.096247
4436.351712 0.095390
4436.398630 0.094534
4436.445547 0.093679
4436.492465 0.092821
4436.539382 0.091964
4436.586300 0.091108
4436.633217 0.090252
4436.680135 0.089394
4436.727052 0.088536
4436.773970 0.087680
4436.820887 0.086823
4436.867805 0.085965
4436.914722 0.085107
4436.961640 0.084251
4437.008557 0.083392
4437.055475 0.082534
4437.102392 0.081677
4437.149310 0.080820
4437.196227 0.080347
4437.243145 0.081578
4437.290062 0.083009
4437.336980 0.084440
4437.383897 0.085874
4437.430815 0.087307
4437.477733 0.088737
4437.524650 0.090171
4437.571568 0.091604
4437.618485 0.093034
4437.665403 0.094464
4437.712320 0.095897
4437.759238 0.097330
4437.806155 0.098760
4437.853073 0.100190
4437.899990 0.101622
4437.946908 0.103054
4437.993825 0.104484
4438.040743 0.105916
4438.087660 0.107348
4438.134578 0.108778
4438.181495 0.110207
4438.228413 0.111639
4438.275330 0.113070
4438.322248 0.114499
4438.369165 0.115928
4438.416083 0.117360
4438.463000 0.118791
4438.509918 0.120220
4438.556835 0.121649
4438.603753 0.122435
4438.650670 0.121980
4438.697588 0.121493
4438.744506 0.121006
4438.791423 0.120519
4438.838341 0.120032
4438.885258 0.119545
4438.932176 0.119058
4438.979093 0.118570
4439.026011 0.118083
4439.072928 0.117596
4439.119846 0.117108
4439.166763 0.116620
4439.213681 0.116133
4439.260598 0.115645
4439.307516 0.115157
4439.354433 0.114670
4439.401351 0.114182
