4741.106539 0.030362 0.000000
4741.155082 0.029659 0.000000
4741.203625 0.028958 0.000000
4741.252169 0.028256 0.000000
4741.300712 0.027553 0.000000
4741.349255 0.026851 0.000000
4741.397798 0.026149 0.000000
4741.446341 0.025448 0.000000
4741.494885 0.024745 0.000000
4741.543428 0.024043 0.000000
4741.591971 0.024128 0.000000
4741.640514 0.025410 0.000000
4741.689057 0.026704 0.000000
4741.737600 0.027996 0.000000
4741.786144 0.029288 0.000000
4741.834687 0.030582 0.000000
4741.883230 0.031876 0.000000
4741.931773 0.033168 0.000000
4741.980316 0.034460 0.000000
4742.028860 0.035754 0.000000
4742.077403 0.037048 0.000000
4742.125946 0.038340 0.000000
4742.174489 0.039632 0.000000
4742.223032 0.040926 0.000000
4742.271576 0.042220 0.000000
4742.320119 0.043512 0.000000
4742.368662 0.044803 0.000000
4742.417205 0.046097 0.000000
4742.465748 0.047389 0.000000
4742.514292 0.048681 0.000000
4742.562835 0.049974 0.000000
4742.611378 0.051268 0.000000
4742.659921 0.052560 0.000000
4742.708464 0.053851 0.000000
4742.757007 0.055145 0.000000
4742.805551 0.056438 0.000000
4742.854094 0.057730 0.000000
4742.902637 0.059021 0.000000
4742.951180 0.060315 0.000000
4742.999723 0.061613 0.000000
4743.048267 0.063945 0.000000
4743.096810 0.067065 0.000000
4743.145353 0.070190 0.000000
4743.193896 0.073315 0.000000
4743.242439 0.076435 0.000000
4743.290983 0.079555 0.000000
4743.339526 0.082680 0.000000
4743.388069 0.085799 0.000000
4743.436612 0.088919 0.000000
4743.485155 0.092044 0.000000
4743.533698 0.095169 0.000000
4743.582242 0.098288 0.000000
4743.630785 0.101407 0.000000
4743.679328 0.104531 0.000000
4743.727871 0.107656 0.000000
4743.776414 0.110774 0.000000
4743.824958 0.113893 0.000000
4743.873501 0.117017 0.000000
4743.922044 0.120141 0.000000
4743.970587 0.123260 0.000000
4744.019130 0.126379 0.000000
4744.067674 0.129503 0.000000
4744.116217 0.132627 0.000000
4744.164760 0.135745 0.000000
4744.213303 0.138863 0.000000
4744.261846 0.141987 0.000000
4744.310390 0.145111 0.000000
4744.358933 0.148229 0.000000
4744.407476 0.151348 0.000000
4744.456019 0.154343 0.000000
4744.504562 0.154614 0.000000
4744.553105 0.153786 0.000000
4744.601649 0.152956 0.000000
4744.650192 0.152126 0.000000
4744.698735 0.151298 0.000000
4744.747278 0.150470 0.000000
4744.795821 0.149640 0.000000
4744.844365 0.148810 0.000000
4744.892908 0.147982 0.000000
4744.941451 0.147153 0.000000
4744.989994 0.146323 0.000000
4745.038537 0.145493 0.000000
4745.087081 0.144665 0.000000
4745.135624 0.143836 0.000000
4745.184167 0.143006 0.000000
4745.232710 0.142176 0.000000
4745.281253 0.141347 0.000000
4745.329797 0.140519 0.000000
4745.378340 0.139688 0.000000
4745.426883 0.138860 0.000000
4745.475426 0.138031 0.000000
4745.523969 0.137200 0.000000
4745.572512 0.136370 0.000000
4745.621056 0.135540 0.000000
4745.669599 0.134711 0.000000
4745.718142 0.133880 0.000000
4745.766685 0.133049 0.000000
4745.815228 0.132219 0.000000
4745.863772 0.131389 0.000000
4745.912315 0.130432 0.000000
4745.960858 0.128488 0.000000
4746.009401 0.126338 0.000000
4746.057944 0.124188 0.000000
4746.106488 0.122033 0.000000
4746.155031 0.119879 0.000000
4746.203574 0.117729 0.000000
4746.252117 0.115578 0.000000
4746.300660 0.113424 0.000000
4746.349203 0.111274 0.000000
4746.397747 0.109123 0.000000
4746.446290 0.106968 0.000000
4746.494833 0.104814 0.000000
4746.543376 0.102663 0.000000
4746.591919 0.100513 0.000000
4746.640463 0.098358 0.000000
4746.689006 0.096203 0.000000
4746.737549 0.094052 0.000000
4746.786092 0.091901 0.000000
4746.834635 0.089746 0.000000
4746.883179 0.087592 0.000000
4746.931722 0.085441 0.000000
4746.980265 0.083290 0.000000
4747.028808 0.081134 0.000000
4747.077351 0.078979 0.000000
4747.125895 0.076828 0.000000
4747.174438 0.074677 0.000000
4747.222981 0.072522 0.000000
4747.271524 0.070370 0.000000
4747.320067 0.068219 0.000000
4747.368610 0.066420 0.000000
4747.417154 0.065993 0.000000
4747.465697 0.065703 0.000000
4747.514240 0.065413 0.000000
4747.562783 0.065122 0.000000
4747.611326 0.064831 0.000000
4747.659870 0.064540 0.000000
4747.708413 0.064249 0.000000
4747.756956 0.063957 0.000000
4747.805499 0.063665 0.000000
4747.854042 0.063374 0.000000
4747.902586 0.063083 0.000000
4747.951129 0.062791 0.000000
4747.999672 0.062499 0.000000
4748.048215 0.062208 0.000000
4748.096758 0.061917 0.000000
4748.145301 0.061624 0.000000
4748.193845 0.061333 0.000000
4748.242388 0.061042 0.000000
4748.290931 0.060749 0.000000
4748.339474 0.060457 0.000000
4748.388017 0.060165 0.000000
4748.436561 0.059873 0.000000
4748.485104 0.059581 0.000000
4748.533647 0.059288 0.000000
4748.582190 0.058997 0.000000
4748.630733 0.058705 0.000000
4748.679277 0.058412 0.000000
4748.727820 0.058119 0.000000
4748.776363 0.057827 0.000000
4748.824906 0.056535 0.000000
4748.873449 0.053179 0.000000
4748.921993 0.049761 0.000000
4748.970536 0.046350 0.000000
4749.019079 0.042938 0.000000
4749.067622 0.039520 0.000000
4749.116165 0.036102 0.000000
4749.164708 0.032690 0.000000
4749.213252 0.029278 0.000000
4749.261795 0.025859 0.000000
4749.310338 0.022448 0.000000
4749.358881 0.019036 0.000000
4749.407424 0.015617 0.000000
4749.455968 0.012198 0.000000
4749.504511 0.008786 0.000000
4749.553054 0.005374 0.000000
4749.601597 0.001955 0.000000
